A:\16-05\IndusFont1840Out7\00001015.bmp,2,1,6,2,3,1,4,2,1,1,6,2,2,1,8,2,6,3,3,3,3,3,3,3,12,0,6,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00002000.bmp,1,1,6,2,3,1,4,2,1,1,12,0,4,1,2,2,3,3,3,3,3,3,3,3,12,0,6,3,12,0,6,3,
A:\16-05\IndusFont1840Out7\00002001.bmp,2,1,4,2,3,1,4,2,1,1,12,0,4,1,2,2,3,3,3,3,3,3,3,3,12,0,6,3,12,0,6,3,
A:\16-05\IndusFont1840Out7\00002002.bmp,2,1,6,2,3,1,4,2,1,1,12,0,4,1,2,2,3,3,3,3,3,3,3,3,12,0,6,3,12,0,6,3,
A:\16-05\IndusFont1840Out7\00002003.bmp,2,1,4,2,4,1,2,2,1,1,2,2,4,1,4,2,3,3,3,3,12,0,3,3,12,0,6,3,3,3,6,3,
A:\16-05\IndusFont1840Out7\00002004.bmp,3,1,4,2,2,1,4,2,3,1,2,2,5,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,
A:\16-05\IndusFont1840Out7\00002005.bmp,3,1,6,2,3,1,6,2,2,1,6,2,4,1,8,2,6,3,3,3,3,3,3,3,3,3,6,3,3,3,6,3,
A:\16-05\IndusFont1840Out7\00002006.bmp,1,1,4,2,2,1,4,2,11,0,11,0,5,2,11,0,3,3,3,3,11,0,3,3,11,0,11,0,11,0,3,3,
A:\16-05\IndusFont1840Out7\00002007.bmp,1,1,4,2,3,1,4,2,11,0,11,0,5,2,11,0,3,3,3,3,11,0,3,3,11,0,11,0,11,0,3,3,
A:\16-05\IndusFont1840Out7\00002008.bmp,2,1,6,2,3,1,4,2,1,1,4,2,4,1,6,2,3,3,3,3,12,0,3,3,12,0,6,3,3,3,6,3,
A:\16-05\IndusFont1840Out7\00002009.bmp,12,0,4,2,3,1,12,0,12,0,12,0,4,1,4,2,12,0,3,3,12,0,3,3,12,0,3,3,12,0,3,3,
A:\16-05\IndusFont1840Out7\00002010.bmp,2,1,4,2,3,1,2,2,1,1,4,2,3,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00002011.bmp,2,1,4,2,3,1,2,2,2,1,4,2,4,1,4,2,3,3,3,3,3,3,3,3,12,0,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00002012.bmp,2,1,4,2,3,1,2,2,1,1,2,2,4,1,4,2,3,3,3,3,12,0,3,3,12,0,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00002013.bmp,4,1,9,0,9,0,9,0,2,1,2,2,2,1,2,2,9,0,9,0,9,0,9,0,9,0,9,0,3,3,9,0,
A:\16-05\IndusFont1840Out7\00002014.bmp,3,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,3,3,11,0,11,0,11,0,3,3,11,0,3,3,11,0,
A:\16-05\IndusFont1840Out7\00002015.bmp,3,1,2,2,2,1,2,2,2,1,4,2,1,1,6,2,3,3,3,3,11,0,11,0,3,3,6,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00003000.bmp,3,1,4,2,1,1,4,2,2,1,2,2,4,1,4,2,3,3,11,0,3,3,3,3,3,3,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00003001.bmp,3,1,4,2,2,1,2,2,2,1,2,2,4,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00003002.bmp,3,1,4,2,2,1,2,2,2,1,2,2,3,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,
A:\16-05\IndusFont1840Out7\00003003.bmp,5,1,2,2,1,1,4,2,3,1,2,2,3,1,4,2,6,3,10,0,3,3,3,3,3,3,10,0,3,3,6,3,
A:\16-05\IndusFont1840Out7\00003004.bmp,3,1,4,2,2,1,2,2,2,1,2,2,5,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00003005.bmp,2,1,4,2,1,1,2,2,1,1,2,2,3,1,4,2,3,3,12,0,3,3,12,0,12,0,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00003006.bmp,2,1,2,2,2,1,2,2,1,1,4,2,3,1,4,2,3,3,3,3,13,0,13,0,3,3,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00003007.bmp,2,1,4,2,2,1,2,2,2,1,4,2,2,1,4,2,3,3,3,3,13,0,3,3,3,3,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00003008.bmp,1,1,4,2,3,1,2,2,1,1,2,2,4,1,4,2,12,0,3,3,12,0,3,3,12,0,3,3,3,3,6,3,
A:\16-05\IndusFont1840Out7\00003009.bmp,5,1,6,2,3,1,6,2,3,1,6,2,5,1,8,2,6,3,3,3,6,3,3,3,3,3,6,3,6,3,6,3,
A:\16-05\IndusFont1840Out7\00003010.bmp,3,1,4,2,3,1,2,2,2,1,2,2,3,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00003011.bmp,2,1,4,2,3,1,2,2,1,1,2,2,3,1,4,2,3,3,3,3,12,0,3,3,12,0,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00003012.bmp,2,1,4,2,3,1,2,2,1,1,2,2,3,1,4,2,3,3,3,3,12,0,3,3,12,0,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00003013.bmp,3,1,4,2,3,1,2,2,2,1,2,2,3,1,4,2,3,3,3,3,12,0,12,0,12,0,3,3,3,3,6,3,
A:\16-05\IndusFont1840Out7\00003014.bmp,2,1,4,2,3,1,2,2,2,1,2,2,4,1,4,2,3,3,3,3,3,3,3,3,12,0,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00003015.bmp,1,1,4,2,4,1,2,2,1,1,2,2,4,1,2,2,3,3,3,3,3,3,3,3,13,0,6,3,13,0,3,3,
A:\16-05\IndusFont1840Out7\00004000.bmp,4,1,6,2,4,1,4,2,3,1,6,2,3,1,8,2,6,3,3,3,3,3,3,3,3,3,3,3,6,3,6,3,
A:\16-05\IndusFont1840Out7\00004001.bmp,1,1,4,2,3,1,2,2,12,0,12,0,4,1,2,2,3,3,3,3,12,0,3,3,12,0,12,0,12,0,3,3,
A:\16-05\IndusFont1840Out7\00004002.bmp,2,1,4,2,2,1,2,2,1,1,2,2,5,1,2,2,3,3,3,3,11,0,3,3,11,0,11,0,11,0,3,3,
A:\16-05\IndusFont1840Out7\00004003.bmp,2,1,4,2,3,1,2,2,1,1,11,0,5,1,2,2,3,3,3,3,11,0,3,3,11,0,11,0,11,0,3,3,
A:\16-05\IndusFont1840Out7\00004004.bmp,2,1,2,2,3,1,12,0,1,1,2,2,4,1,4,2,12,0,3,3,12,0,12,0,12,0,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00004005.bmp,2,1,4,2,3,1,2,2,1,1,2,2,4,1,2,2,3,3,3,3,12,0,3,3,12,0,12,0,3,3,3,3,
A:\16-05\IndusFont1840Out7\00004006.bmp,2,1,4,2,3,1,2,2,1,1,2,2,5,1,2,2,3,3,3,3,11,0,3,3,11,0,11,0,3,3,3,3,
A:\16-05\IndusFont1840Out7\00004007.bmp,2,1,4,2,3,1,2,2,1,1,11,0,4,1,2,2,3,3,3,3,11,0,3,3,11,0,11,0,3,3,3,3,
A:\16-05\IndusFont1840Out7\00004008.bmp,2,1,2,2,2,1,2,2,1,1,2,2,3,1,4,2,3,3,3,3,11,0,3,3,11,0,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00004009.bmp,2,1,2,2,2,1,2,2,1,1,11,0,4,1,2,2,3,3,3,3,11,0,11,0,11,0,11,0,11,0,3,3,
A:\16-05\IndusFont1840Out7\00004010.bmp,2,1,4,2,4,1,4,2,1,1,2,2,5,1,4,2,3,3,3,3,3,3,3,3,12,0,3,3,3,3,6,3,
A:\16-05\IndusFont1840Out7\00004011.bmp,2,1,4,2,2,1,2,2,1,1,11,0,4,1,2,2,3,3,3,3,11,0,3,3,11,0,11,0,11,0,3,3,
A:\16-05\IndusFont1840Out7\00004012.bmp,2,1,4,2,2,1,2,2,1,1,2,2,3,1,4,2,3,3,3,3,11,0,3,3,11,0,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00004013.bmp,3,1,2,2,1,1,2,2,3,1,2,2,7,1,6,2,3,3,9,0,3,3,9,0,3,3,3,3,3,3,9,0,
A:\16-05\IndusFont1840Out7\00004014.bmp,2,1,2,2,2,1,2,2,1,1,2,2,4,1,2,2,3,3,3,3,11,0,11,0,11,0,11,0,3,3,3,3,
A:\16-05\IndusFont1840Out7\00004015.bmp,1,1,4,2,3,1,12,0,12,0,12,0,4,1,2,2,12,0,3,3,12,0,12,0,12,0,12,0,12,0,3,3,
A:\16-05\IndusFont1840Out7\00005000.bmp,1,1,2,2,3,1,2,2,1,1,12,0,4,1,2,2,12,0,3,3,12,0,3,3,12,0,12,0,12,0,12,0,
A:\16-05\IndusFont1840Out7\00005001.bmp,2,1,4,2,2,1,2,2,1,1,11,0,1,1,2,2,3,3,3,3,11,0,11,0,11,0,11,0,11,0,11,0,
A:\16-05\IndusFont1840Out7\00005002.bmp,4,1,6,2,3,1,4,2,3,1,4,2,6,1,11,0,6,3,6,3,3,3,3,3,3,3,3,3,3,3,6,6,
A:\16-05\IndusFont1840Out7\00005003.bmp,2,1,4,2,3,1,2,2,1,1,2,2,4,1,4,2,3,3,3,3,12,0,3,3,12,0,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00005004.bmp,2,1,2,2,3,1,2,2,2,1,2,2,4,1,4,2,3,3,3,3,12,0,3,3,3,3,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00005005.bmp,3,1,4,2,2,1,2,2,2,1,2,2,4,1,6,2,3,3,3,3,3,3,3,3,11,0,3,3,3,3,6,3,
A:\16-05\IndusFont1840Out7\00005006.bmp,2,1,2,2,2,1,4,2,2,1,4,2,3,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,
A:\16-05\IndusFont1840Out7\00005007.bmp,2,1,4,2,3,1,4,2,2,1,2,2,3,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00005008.bmp,3,1,2,2,2,1,2,2,1,1,2,2,4,1,6,2,3,3,3,3,11,0,3,3,11,0,11,0,3,3,6,3,
A:\16-05\IndusFont1840Out7\00005009.bmp,2,1,2,2,2,1,4,2,1,1,2,2,4,1,6,2,3,3,3,3,3,3,3,3,10,0,3,3,3,3,6,3,
A:\16-05\IndusFont1840Out7\00005010.bmp,2,1,2,2,1,1,4,2,2,1,4,2,3,1,4,2,12,0,12,0,3,3,12,0,3,3,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00005011.bmp,3,1,2,2,1,1,4,4,1,1,2,2,3,1,4,2,3,3,11,0,11,0,3,3,11,0,11,0,3,3,3,3,
A:\16-05\IndusFont1840Out7\00005012.bmp,2,1,4,2,2,1,4,2,2,1,2,2,4,1,4,2,3,3,3,3,3,3,3,3,3,3,11,0,3,3,6,3,
A:\16-05\IndusFont1840Out7\00005013.bmp,2,1,2,2,3,1,4,2,1,1,2,2,4,1,8,2,11,0,11,0,3,3,3,3,11,0,3,3,6,3,6,3,
A:\16-05\IndusFont1840Out7\00005014.bmp,3,1,2,2,4,1,12,0,12,0,2,2,3,1,6,2,3,3,3,3,12,0,6,3,12,0,3,3,6,3,3,3,
A:\16-05\IndusFont1840Out7\00005015.bmp,2,1,2,2,1,1,6,2,1,1,4,2,3,1,6,2,13,0,13,0,13,0,6,6,3,3,3,3,6,3,3,3,
A:\16-05\IndusFont1840Out7\00006000.bmp,2,1,8,2,1,1,13,0,1,1,4,2,3,1,4,2,6,3,13,0,13,0,13,0,3,3,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00006001.bmp,2,1,2,2,2,1,2,2,1,1,2,2,3,1,4,2,12,0,12,0,12,0,12,0,12,0,12,0,3,3,3,3,
A:\16-05\IndusFont1840Out7\00006002.bmp,1,1,2,2,2,1,12,0,12,0,12,0,4,1,2,2,12,0,3,3,12,0,12,0,12,0,12,0,12,0,3,3,
A:\16-05\IndusFont1840Out7\00006003.bmp,1,1,4,2,3,1,12,0,12,0,12,0,4,1,2,2,3,3,3,3,12,0,12,0,12,0,12,0,12,0,3,3,
A:\16-05\IndusFont1840Out7\00006004.bmp,1,1,2,2,3,1,2,2,1,1,12,0,4,1,2,2,12,0,3,3,12,0,3,3,12,0,12,0,12,0,3,3,
A:\16-05\IndusFont1840Out7\00006005.bmp,1,1,2,2,3,1,2,2,1,1,12,0,3,1,2,2,12,0,3,3,12,0,3,3,12,0,12,0,12,0,3,3,
A:\16-05\IndusFont1840Out7\00006006.bmp,1,1,6,2,2,1,11,0,11,0,2,2,5,1,2,2,3,3,3,3,11,0,11,0,11,0,3,3,11,0,3,3,
A:\16-05\IndusFont1840Out7\00006007.bmp,2,1,4,2,3,1,2,2,2,1,4,2,4,1,2,2,3,3,3,3,12,0,3,3,3,3,6,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00006008.bmp,3,1,4,2,3,1,4,2,3,1,2,2,5,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00006009.bmp,2,1,4,2,2,1,2,2,1,1,2,2,5,1,2,2,3,3,3,3,11,0,11,0,11,0,11,0,3,3,3,3,
A:\16-05\IndusFont1840Out7\00006010.bmp,2,1,2,2,3,1,2,2,1,1,4,2,5,1,2,2,3,3,3,3,11,0,3,3,3,3,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00006011.bmp,1,1,2,2,2,1,11,0,11,0,11,0,3,1,2,2,11,0,3,3,11,0,11,0,11,0,11,0,11,0,3,3,
A:\16-05\IndusFont1840Out7\00006012.bmp,1,1,2,2,3,1,12,0,12,0,12,0,3,1,2,2,12,0,3,3,12,0,12,0,12,0,12,0,12,0,3,3,
A:\16-05\IndusFont1840Out7\00006013.bmp,2,1,2,2,2,1,2,2,1,1,2,2,4,1,4,2,3,3,3,3,11,0,11,0,11,0,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00006014.bmp,1,1,2,2,2,1,11,0,1,1,11,0,4,1,2,2,11,0,3,3,11,0,11,0,11,0,11,0,11,0,3,3,
A:\16-05\IndusFont1840Out7\00006015.bmp,1,1,2,2,3,1,12,0,12,0,12,0,3,1,2,2,12,0,3,3,12,0,12,0,12,0,12,0,12,0,3,3,
A:\16-05\IndusFont1840Out7\00007000.bmp,1,1,2,2,4,1,13,0,13,0,13,0,3,1,4,2,13,0,3,3,13,0,13,0,13,0,3,3,13,0,3,3,
A:\16-05\IndusFont1840Out7\00007001.bmp,1,1,2,2,3,1,12,0,12,0,12,0,4,1,2,2,12,0,3,3,12,0,12,0,12,0,12,0,12,0,3,3,
A:\16-05\IndusFont1840Out7\00007002.bmp,1,1,2,2,3,1,12,0,12,0,12,0,4,1,2,2,12,0,3,3,12,0,12,0,12,0,12,0,12,0,3,3,
A:\16-05\IndusFont1840Out7\00007003.bmp,5,4,12,0,12,0,6,6,4,3,8,6,12,0,8,8,6,6,12,0,6,6,12,0,6,6,12,0,6,6,12,0,
A:\16-05\IndusFont1840Out7\00007004.bmp,5,3,12,0,12,0,6,6,4,2,6,6,12,0,12,0,6,6,12,0,6,3,12,0,6,6,12,0,6,6,12,0,
A:\16-05\IndusFont1840Out7\00007005.bmp,2,1,4,2,3,1,2,2,1,1,2,2,5,1,4,2,3,3,3,3,12,0,3,3,12,0,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00007006.bmp,2,1,4,2,2,1,2,2,1,1,11,0,3,1,2,2,3,3,3,3,11,0,11,0,11,0,11,0,11,0,3,3,
A:\16-05\IndusFont1840Out7\00007007.bmp,1,1,2,2,4,1,13,0,13,0,13,0,3,1,2,2,13,0,3,3,13,0,13,0,13,0,3,3,13,0,3,3,
A:\16-05\IndusFont1840Out7\00007008.bmp,1,1,2,2,4,1,13,0,13,0,13,0,3,1,6,2,13,0,3,3,13,0,13,0,13,0,3,3,3,3,6,3,
A:\16-05\IndusFont1840Out7\00007009.bmp,1,1,2,2,4,1,13,0,13,0,13,0,3,1,6,2,13,0,3,3,13,0,13,0,13,0,3,3,3,3,6,3,
A:\16-05\IndusFont1840Out7\00007010.bmp,1,1,2,2,4,1,2,2,1,1,2,2,3,1,4,2,13,0,3,3,13,0,3,3,13,0,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\00007011.bmp,1,1,2,2,3,1,12,0,12,0,12,0,3,1,4,2,12,0,3,3,12,0,12,0,12,0,12,0,12,0,6,3,
A:\16-05\IndusFont1840Out7\00007012.bmp,1,1,2,2,4,1,13,0,13,0,4,2,3,1,4,2,13,0,3,3,13,0,13,0,13,0,3,3,13,0,3,3,
A:\16-05\IndusFont1840Out7\00007013.bmp,3,1,4,2,13,0,13,0,1,1,4,2,2,1,13,0,3,3,6,3,13,0,13,0,3,3,3,3,13,0,13,0,
A:\16-05\IndusFont1840Out7\00007014.bmp,1,1,2,2,3,1,12,0,12,0,12,0,4,1,2,2,12,0,3,3,12,0,12,0,12,0,3,3,12,0,3,3,
A:\16-05\IndusFont1840Out7\00007015.bmp,1,1,2,2,4,1,13,0,13,0,4,2,3,1,6,2,13,0,3,3,13,0,13,0,13,0,3,3,3,3,6,3,
A:\16-05\IndusFont1840Out7\01000000.bmp,12,0,12,0,4,1,2,2,1,1,2,2,3,1,6,6,12,0,12,0,12,0,3,3,12,0,3,3,6,6,6,3,
A:\16-05\IndusFont1840Out7\01000001.bmp,4,3,13,0,6,5,2,2,1,1,2,2,2,1,4,2,13,0,13,0,13,0,13,0,3,3,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\01000002.bmp,5,2,13,0,4,2,4,2,2,1,4,2,3,1,4,2,6,6,13,0,3,3,3,3,3,3,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\01000003.bmp,3,2,4,2,5,1,2,2,3,1,6,2,13,0,8,4,3,3,6,3,13,0,3,3,6,3,6,3,6,3,13,0,
A:\16-05\IndusFont1840Out7\01000004.bmp,13,0,13,0,5,1,13,0,1,1,8,2,1,1,6,6,13,0,13,0,13,0,13,0,6,3,13,0,9,6,13,0,
A:\16-05\IndusFont1840Out7\01000005.bmp,1,1,2,2,3,1,12,0,12,0,12,0,4,1,2,2,12,0,3,3,12,0,12,0,12,0,12,0,12,0,3,3,
A:\16-05\IndusFont1840Out7\01000006.bmp,1,1,4,2,3,1,11,0,11,0,11,0,4,1,2,2,3,3,3,3,11,0,11,0,11,0,11,0,11,0,3,3,
A:\16-05\IndusFont1840Out7\01000007.bmp,1,1,4,2,2,1,11,0,11,0,11,0,4,3,2,2,3,3,3,3,11,0,11,0,11,0,11,0,11,0,6,3,
A:\16-05\IndusFont1840Out7\01000008.bmp,5,3,8,8,1,1,6,2,5,1,6,2,4,1,8,4,6,6,13,0,6,3,6,3,6,3,3,3,6,6,6,3,
A:\16-05\IndusFont1840Out7\01000009.bmp,2,1,4,2,2,1,2,2,1,1,2,2,3,1,2,2,3,3,3,3,11,0,11,0,11,0,3,3,3,3,3,3,
A:\16-05\IndusFont1840Out7\01000010.bmp,1,1,4,2,3,1,2,2,1,1,12,0,4,1,12,0,3,3,3,3,12,0,3,3,12,0,3,3,12,0,3,3,
A:\16-05\IndusFont1840Out7\01000011.bmp,3,1,2,2,1,1,2,2,2,1,2,2,5,1,2,2,6,3,11,0,6,3,11,0,11,0,11,0,11,0,3,3,
A:\16-05\IndusFont1840Out7\01000012.bmp,1,1,4,2,2,1,2,2,1,1,2,2,5,1,10,0,6,3,3,3,10,0,10,0,10,0,3,3,10,0,10,0,
A:\16-05\IndusFont1840Out7\01000013.bmp,11,0,6,2,3,1,2,2,1,1,2,2,4,1,11,0,11,0,3,3,11,0,3,3,11,0,3,3,11,0,11,0,
A:\16-05\IndusFont1840Out7\01000014.bmp,2,1,4,2,2,1,10,0,1,1,10,0,5,1,2,2,6,3,3,3,10,0,10,0,10,0,10,0,10,0,3,3,
A:\16-05\IndusFont1840Out7\01000015.bmp,1,1,2,2,3,1,2,2,11,0,11,0,4,1,11,0,11,0,3,3,11,0,11,0,11,0,11,0,11,0,3,3,
A:\16-05\IndusFont1840Out7\01001000.bmp,1,1,4,2,2,1,11,0,11,0,11,0,4,1,2,2,3,3,3,3,11,0,11,0,11,0,11,0,11,0,3,3,
A:\16-05\IndusFont1840Out7\01001001.bmp,1,1,4,2,2,1,11,0,11,0,11,0,4,1,2,2,3,3,3,3,11,0,11,0,11,0,11,0,11,0,3,3,
A:\16-05\IndusFont1840Out7\01001002.bmp,11,0,6,2,3,1,2,2,1,1,2,2,5,1,11,0,11,0,3,3,11,0,3,3,11,0,6,3,11,0,11,0,
A:\16-05\IndusFont1840Out7\01001003.bmp,1,1,2,2,2,1,2,2,2,1,2,2,4,1,11,0,6,3,11,0,11,0,3,3,3,3,3,3,11,0,11,0,
A:\16-05\IndusFont1840Out7\01001004.bmp,2,1,2,2,2,1,2,2,1,1,11,0,5,1,2,2,6,3,3,3,6,3,11,0,11,0,11,0,11,0,3,3,
A:\16-05\IndusFont1840Out7\01001005.bmp,2,1,2,2,2,1,2,2,1,1,2,2,4,1,2,2,7,0,3,3,7,0,7,0,7,0,7,0,3,3,3,3,
A:\16-05\IndusFont1840Out7\01001006.bmp,9,0,2,2,3,1,9,0,9,0,9,0,4,1,9,0,9,0,3,3,9,0,3,3,9,0,9,0,9,0,3,3,
A:\16-05\IndusFont1840Out7\01001007.bmp,1,1,9,0,3,1,4,2,1,1,2,2,2,1,6,2,9,0,9,0,3,3,3,3,9,0,3,3,6,3,3,3,
A:\16-05\IndusFont1840Out7\01001008.bmp,1,1,2,2,3,1,2,2,8,0,8,0,4,1,2,2,8,0,3,3,8,0,3,3,8,0,8,0,8,0,3,3,
